Key,Value,Origin
директриса,— directrice,Из французского
дирижабль,— dirigeable «управляемый»,Из французского
дирижёр,— к фр. глаголу diriger «управлять» + заимствованный суффикс -ёр = «управляющий»,Из французского
диспансер,"— dispensaire, от dispenser «наделять; распределять; избавлять», из лат. dispensare «распределять»",Из французского
диспропорция,"— disproportion из лат. dis- «разделение, разъединение, расчленение» + лат. proportio «пропорция, соотношение, соразмерность»",Из французского
диссонанс,"— dissonance, из лат. dissonantia «нестройность, несозвучность», от dissonare «нестройно звучать»",Из французского
дистиллятор,"— distillateur, от лат. distillatio (destillatio) «капание, истечение», от distillare (destillare) «стекать каплями, капать»",Из французского
доломит,"— от имени франц. геолога Деода де Доломьё (франц. Déodat de Dolomieu), исследовавшего .",Из французского
домен,"— domaine, из лат. dominium «обладание, владение», от dominus «господин, хозяин, владелец»",Из французского
досье,— dossier «дело»,Из французского
драпировка,"— draper «драпировать», из drap «сукно»",Из французского
дренаж,— drainage «осушение»,Из французского
дрессировать,— dresser,Из французского
душ,"— douche, из итал. doccia «водосточная труба, », из лат. ductio «ведение, увод»",Из французского
дуэль,"— duel, от лат. duellum «поединок, война, борьба двух», из лат. duo «два» из др.-греч. δύο «два»",Из французского
дюшес,"— duchesse «герцогиня», женск. от duc «герцог», из лат. dux (ducis) «вожатый, проводник; вожак; государь»",Из французского
жабо,"— jabot, от *gaba «рот, клюв, жрать»",Из французского
жакет,"— jaquette «; куртка», из jaque «камзол; куртка»",Из французского
жако,— jacquot,Из французского
жалюзи,"— jalousie «зависть, ревность», от jaloux «завистливый, ревнивый», из ст.-франц. gelos, из поздн. лат. zelus «рвение, старание»",Из французского
жамевю,— jamais vu «никогда не виденное»,Из французского
жандарм,"— gendarme, из gens d’armes; первая часть — из лат. gens «род, клан; племя, народность», вторая — из лат. arma «оружие»",Из французского
жанр,"— genre «род, порода», из лат. genus «происхождение, род»",Из французского
жаргон,"— jargon, из ст.-франц. gargon; звукоподражат. происхождения",Из французского
желатин,"— gélatine «студень», от лат. gelātus «замёрзший»",Из французского
желе,"— gelée «сгусток», от geler «застывать», из лат. gelātus «замёрзший»",Из французского
жест,"— geste, от лат. gestus, от gero «носить»",Из французского
жилет,"— gilet «», из тур. yelek",Из французского
жирондист,"— от собств. Жиронда, из франц. Gironde «Жиронда»",Из французского
жонглёр,"— jongleur, от лат. joculator, от лат. joculārī «балагурить, острить, шутить», от лат. jocus «шутка, острота»",Из французского
жуир,"— jouir «иметь; наслаждаться», из вульг. лат. *gaudire, из класс. лат. gaudere «радоваться»",Из французского
журнал,"— journal, от ср.-лат. diurnalis, diurnalе «ежедневное известие, весть»",Из французского
жюльен,"— julienne «овощной суп», из лат. Julianus, из Julius и *Iouilios «Юпитер»",Из французского
зашифровать,— от шифр,Из французского
зигзаг,"— zigzag «», предположительно, звукоподражат.",Из французского
зуав,"— zouave, из арабск. زواوة (Zwāwa) название кабильского племени",Из французского
игрек,— i grec «и греческое»,Из французского
изоляция,"— isolation, от isoler «уединять, отделять», из итал. isolato «уединённый, обособленный»",Из французского
иллюзия,", иллюзионный — illusion «наваждение; обман», от illusio «насмешка, ирония, обман»",Из французского
иммобилизация,"— immobiliser «иммобилизовать, обездвиживать», от immobile «неподвижный»",Из французского
империалист,"— impérialiste «», из impérial «имперский», из лат. imperialis «императорский»",Из французского
импозантность,"— imposant «внушительный», от imposer «облагать; накладывать»",Из французского
импрессионизм,— impressionniste (école impressionniste) в отрицательной рецензии на картину К. Моне Impression,Из французского
инженер,"— ingénieur, из лат. ingenium «врождённые особенности», из in- «в» + gignere «рождать»",Из французского
Интерпол,— Interpol сокр. от Organisation internationale de police criminelle,Из французского
интерьер,"— intérieur, из лат. interior «внутренний, глубинный», из inter- «между»",Из французского
интриган,"— intrigant от intriguer, из итал. intrigare «строить козни», от лат. intricāre «запутывать, смущать, сбивать с толку»",Из французского
ихтиозавр,"— ichtyosaure, из др.-греч. ἰχθύς «рыба» + σαῦρος «ящерица»",Из французского
кабина,"— cabine «небольшая комната», от cabane «хижина; шалаш; лачуга»",Из французского
кабинет,"— cabinet «небольшая комната», уменьш. от cabine",Из французского
каботаж,"— cabotage, из caboter, из cabo или cap «мыс», из лат. caput «голова»",Из французского
кабриолет,"— cabriolet, из cabrioler «прыгать, скакать», из итал. capriolare «прыгать, скакать», из лат. capreolus «дикий козёл; серна»",Из французского
кавалер,"— cavalier, из прованс. cavalier, из лат. caballus «лошадь»",Из французского
кавалергард,"— cavalier de la garde «кавалерист гвардии», от кавалер + из франкск. *warda, из прагерм. формы *wardo- «защищать, охранять»",Из французского
каданс,"— cadence «ритм; каденция», из вульг. лат. cadentia «то, что падает, выпадает»",Из французского
кадастр,"— cadastre, из итал. catasto «», из др.-греч. κατάστιχον «построчный»",Из французского
кадет,", ский — cadet «младший», из гаскон. capdèt «глава, капитан»",Из французского
кадр,"— cadre «оправа, рамка; личный состав», из лат. quadrum «четырехугольник»",Из французского
кадриль,"— quadrille, из исп. cuadrillo",Из французского
казеин,"— caséine, из лат. cāseus «сыр»",Из французского
казуистический,"— от casuiste «казуист», из исп. casuísta, из лат. cāsus «падение; падеж; случай»",Из французского
каламбур,"— calembour, от calembredaine «промах»",Из французского
калибр,", овка — calibre, из араб. (qālib), предположительно из др.-греч. καλόπους «сапожная колодка»",Из французского
калория,"— calorie «», из лат. calor «жар, зной», из праиндоевр. *kele- «тёплый»",Из французского
кальмар,"— calmar, из итал. calamaro, из лат. calamarius «тростниковый, камышовый; перьевой», из calamus, из др.-греч. κάλαμος «тростник»",Из французского
камуфляж,"— camouflage «маскировка, переодевание», из camoufler, из итал. camuffare «маскировать, скрывать»",Из французского
каналья,"— canaille «негодяй», из итал. canaglia «свора собак; сброд; негодяй» от итал. саnе, из лат. canis «собака»",Из французского
канапе,"— canapé «диван; ломтик поджаренного хлеба с какой-либо закуской», из ст.-франц. conopé, из лат. conopium «полог для защиты от комаров»",Из французского
канва,"— canevas «, сетка», из лат. cannabis «конопля», из др.-греч. κάνναβις «пенька»",Из французского
канделябр,"— candelabre, от лат. candela «свеча», от candere, из праиндоевр. *kand- «сиять»",Из французского
канкан,"— cancan, от quanquan «шум, беспорядок»",Из французского
канотье,"— canotier «(изначально) гребец; », от canot «лодка; каноэ, байдарка»",Из французского
каприз,"— caprice, из capriccio «прихоть», по одной версии, из capro «козёл», по другой — из capo «голова» + riccio «кудрявый, ёж»",Из французского
капюшон,"— capuchon, от итал. cappuccio: cappa «пальто, капот» +‎ -uccio",Из французского
каре,"— carré «квадрат, квадратный», от quadrare «делать четырёхугольным; приличествовать», из quadrum «четырёхугольник, квадрат»",Из французского
каркас,— carcasse «скелет»,Из французского
каротель,"— carotelle «морковочка», уменьш. от carotte «морковь», из лат. carota, из др.-греч. καρωτόν «морковь»",Из французского
карт-бланш,— carte blanche «незаполненный бланк»,Из французского
картель,"— cartel «объединение, вызов на поединок», из итал. cartello «объявление, вывеска, », из итал. carta «бумага»",Из французского
картуз,"— саrtоuсhе «патрон», от ит. cartoccio «кулёчек»",Из французского
картуш,"— саrtоuсhе «патрон», от ит. cartoccio «кулёчек»",Из французского
каскетка,"— casquette, от casque, от исп. casco «осколок + черепа»",Из французского
кассационный,"— cassation «отмена», от casser «ломать, бить, разбивать», из поздн. лат. cassare «вычёркивать, отменять, кассировать»",Из французского
кастет,"— casse-tête «головоломка; палица», из casser «ломать» + tête «голова»",Из французского
кастрюля,— casserole: от casse – «сковородка с ручкой»,Из французского
кафе,"— café, из арабск. قهوة (qahwa) — вид вина",Из французского
кашне,"— cache-nez, из cacher «прятать» + nez «нос»",Из французского
кашпо,"— cache-pot (cachepot) «», из cacher «прятать» + pot «горшок, кувшин»",Из французского
кессон,"— caisson «большой ящик, большая коробка», из итал. cassone — увел. от cassa «коробка, ящик»",Из французского
кинематограф,"— cinématographe «синематограф», из cinéma- + -graphe",Из французского
кирасир,"— cuirassier «латник», от cuirasse «латы; броня», от поздн. лат. coriacea, из coriaceus «кожаный», из corium «кожа»",Из французского
клака,"— claque «шлепок», из звукоподражат.",Из французского
клика,"— clique «шайка», предположительно из ст.-франц. cliquer «щелкать, раздаваться», звукоподражат.",Из французского
клише,"— cliché «», из clicher «стереотипировать; клишировать», вероятно, звукоподражат.",Из французского
клоке,— cloqué «вздувшийся»,Из французского
клошар,"— clochard «нищий», из clocher «хромать, ковылять»",Из французского
кокарда,"— cocarde «», из coq «петух; соблазнитель»",Из французского
кокет,", ка — coquette, от coquet «маленький петушок»",Из французского
кокотка,— cocotte «курочка»,Из французского
коллаборационизм,— collaboration «сотрудничество»,Из французского
коллаж,"— collage «наклеивание», из coller «клеить», из colle «клей», из др.-греч. κόλλα «клей»",Из французского
коллеж,"— collège, от лат. collegium «братство, группа»",Из французского
колье,"— collier «, ожерелье», из ст.-франц. coler, из лат. collare «шейная цепь; ошейник», из collum «шея»",Из французского
комбинезон,"— combinaison, от лат. combinatio, combination «объединение»",Из французского
комильфо,"— comme il faut «как надо, как следует»",Из французского
коммивояжёр,— commis voyageur,Из французского
коммуникативный,"— communicatif, из лат. communicativus «относящийся к передаче, сообщению», из communicare «делать общим; сообщать, соединять», из communis «общий»",Из французского
коммюнике,"— communiqué, от communiquer, лат. communicare «опубликовать»",Из французского
комод,"— commode «», из лат. commodus «надлежащий; удобный», из cum «с, вместе» + modus «мера, умеренность, размер»",Из французского
компаньон,"— compagnon, от compagnie «компания»",Из французского
компот,"— compote, из лат. composita «сложная»",Из французского
компресс,"— compresse «уменьшать, сжимать»",Из французского
комфорт,"— confort «помощь», из лат. confortare «укреплять», из cum «с, вместе» + fortis «твёрдый, крепкий, мощный»",Из французского
конвой,", конвоир — convoi «обоз, поезд; состав», от convoyer, из лат. conviare «сопровождать», из cum «с, вместе» + via «дорога, путь»",Из французского
конкур,"— concours «состязание, соревнование»",Из французского
констатация,", констатировать — constater «устанавливать, удостоверять», из лат. constare «стоять твёрдо», из лат. con- + лат. stare «стоять»",Из французского
консьерж,"— concierge, из лат. conservus «товарищ по рабству, соневольник», из cum «с, вместе» + servus «подневольный; раб, невольник; слуга»",Из французского
контрамарка,— contremarque от contre «против; вместо» + marque «значок»,Из французского
контролёр,"— contrôle от *contrerôle, из contre- + rôle «список»",Из французского
контроль,"— contrôle от *contrerôle, из contre- + rôle «список»",Из французского
контур,"— contour, из ср.-лат. contornare «огибать», из лат. cum «с, вместе» + tornāre «точить, обтачивать»",Из французского
конферансье,"— conférencier, от conférence «совещание»",Из французского
конфиденциальный,"— confidentiel, от лат. confidentia «доверие», от confidere «полагаться», из cum «с, вместе» + fidere «верить, доверять»",Из французского
коньяк,"— cognac, по названию города Коньяк (Cognac) во франц. департаменте Шаранта",Из французского
корволант,,Из французского
кордебалет,— corps de ballet,Из французского
корнишон,— cornichon: corne «рог» +‎ -iche +‎ -on.,Из французского
корсаж,"— corsage, от ст.-франц. cors, от corpus «тело, организм»",Из французского
корсет,"— corset, от corps «тело»",Из французского
кортеж,"— cortège, из итал. corteggio, от corteggiare «ухаживать, заискивать», от corte «двор»",Из французского
котильон,"— cotillon, из cotte «юбка, кафтан» -illon.",Из французского
котлета,"— côtelette, от ст.-франц. costelette «маленькое рёбрышко», диминутив от coste «ребро», от лат. costa «кость»",Из французского
кошмар,"— cauchemar (ст.-франц. cauquemare) «наваждение», из лат. calcare + пикардск. mare",Из французского
креветка,"— crevette «», из chevrette «козочка», уменьш. от chèvre «коза», из лат. capra «коза»",Из французского
крем,"— crème «сливки, », из др.-греч. χρῖσμα, от χρίω «мажу»",Из французского
крем-брюле,— crème brulée: от крем + bruler «сжигать»,Из французского
креп,"— crêpe «», из лат. crispus «кудрявый, курчавый; шероховатый, неровный»",Из французского
крепдешин,— crêpe de Chine «креп из Китая»,Из французского
кретинизм,"— crétinisme, от crétin «кретин», из диал. crestin, из лат. christianus «христианин»",Из французского
криз,"— crise «ис», из др.-греч. κρίσις «решение, исход»",Из французского
круассан,"— croissant, от croître и creistre «расти, процветать»",Из французского
крюшон,— cruchon «кувшин»,Из французского
куверт,"— couvert «накрытый», от couvrir, из лат. coperire «покрывать, закрывать», из cum «с, вместе» + operire «запирать, закрывать»",Из французского
кулиса,"— coulisse «выемка, желобок; задвижка», из couler «течь, бежать, литься», из лат. colare «процеживать, просеивать»",Из французского
кулуар,", ный — couloir «коридор; проход», от couler «течь, литься, струиться»; из лат. colare «процеживать, просеивать»",Из французского
кульбит,"— culbute «кувыркание; падение», от culbuter «опрокидывать; перевёртываться»",Из французского
купаж,— coupage: couper «отрезать» +‎ -age,Из французского
купе,— coupé «отрезанное»,Из французского
куплет,— couplet: couple «пара» +‎ -et.,Из французского
купон,"— coupon «отрез», из couper «резать; отсекать», из coup, из ср. лат. colpus «удар, оплеуха»",Из французского
кураж,"— courage «храбрость, мужество, смелость», из ст.-франц. corage, из вульг. лат. *coraticum, от cor (род. п. cordis) «сердце»",Из французского
куртизанка,"— courtisane «придворный», из итал. cortigiano «придворный», из corte «двор»",Из французского
куртина,"— courtine «занавесь», из вульг. лат. cortina «покрывало, завеса»",Из французского
курьер,"— courrier, из итал. corriere «; гонец», из средн. лат. currerius, из класс. лат. currere «бегать, бежать»",Из французского
кутюрье,"— couturier (ст.-франц. cousturier) «портной, модельер», из couture «шитьё»",Из французского
кушетка,— couchette «маленькая постель» от франц. couche «лежать»,Из французского
кювет,", а — cuvette «лохань, таз»",Из французского
кюре,"— curé «приходский священник», из лат. curatus «заботящийся», от curāre «заботиться; ухаживать; лечить»",Из французского
лакуна,"— lacune «пропуск, пробел; разрыв», из лат. lacuna «углубление, впадина», из lacus «озеро; яма»",Из французского
лангет,"— languette «язычок», уменьш. от langue «язык», из лат. lingua «язык; речь»",Из французского
ландо,"— landau, из нем. Landau «Ландау» — названия города в Баварском Пфальце, где изготовлялись экипажи",Из французского
лейтенант,"— lieu tenant «заместитель», калька лат. lосum tenens «наместник»",Из французского
лиана,"— liane, из креольских языков Антильских островов; с влиянием франц. lier «связывать»",Из французского
ливрея,"— livrée, от livrer «выдавать, отпускать; доставлять», из лат. liberāre, из лат. liber «свободный, вольный»",Из французского
лимузин,— limousine от назв. фр. провинции Лимузен (Limousin),Из французского
линьяж,"— lignage «род, племя»",Из французского
ложа,"— loge «хижина», из франкск. *laubja, родств. др.-в.-нем. louba «беседка»",Из французского
локализовать,"— localiser, от local «местный», из лат. localis, из locus «место»",Из французского
локомотив,"— locomotive, от лат. loco moveo «сдвигаю с места»",Из французского
лорнет,"— lorgnette, из lorgner «смотреть сбоку; коситься», от lorgne «косой, косоглазый»",Из французского
мажоритарный,"— majoritaire, от majorité «большинство», от лат. major «больший»",Из французского
маза,"— masse «масса», от ст.-франц. masser, из māssa «слиток; кусок» из др.-греч. μᾶζα «тесто»",Из французского
макет,"— maquette, из итал. macchietta «набросок», из macchia, из лат. macula «пятно»",Из французского
макияж,"— maquillage «декорирование лица кометикой или гримом», из пикардск. maquier «делать»",Из французского
манёвр,"— manœuvre «манипуляция; приём», из вульг. лат. manuopera «работа рук»",Из французского
манеж,"— manège, из итал. maneggio «», из maneggiare «управлять», из лат. manus «рука»",Из французского
манера,"— manière «способ, приём»; из лат. manuarius «ручной», из manus «рука»",Из французского
манжета,— manchette «рукавички»,Из французского
маникюр,"— manucure «тот, кто ухаживает а руками», из manu «рука» + -cure «заботиться; ухаживать; лечить»",Из французского
манипулятор,"— от manipuler «щупать», из manipule «горсть», от лат. manipulus «горсть», из manus «рука»",Из французского
мансарда,— от фамилии французского архитектора Франсуа Мансара (франц. François Mansard),Из французского
манто,"— manteau «плащ», из ст.-франц. mantel, из лат. mantellum, уменьш. от mantum «плащ, накидка»",Из французского
маньяк,"— maniaque «одержимый», из лат. maniacus, из mania «помешательство», из др.-греч. μανία «бешенство, безумие; восторг»",Из французского
маргарин,"— margarine, из margarique «овый», из др.-греч. μαργαρίτης (μάργαρον) «жемчужина»",Из французского
маржа,"— marge «край, поле; наценка», из лат. margo, из праиндоевр. *mereg- «край, граница»",Из французского
маринад,"— mariner, лат. marināre «класть в морскую воду, солить»",Из французского
мариновать,— от маринад,Из французского
марионетка,"— marionnette, уменьш. от имени собств. Marion, от уменьш. от Marie",Из французского
маркёр,"— marqueur, от marquer «отмечать, маркировать»",Из французского
маркиз,"— marquis, из ст.-франц. marchis «правитель пограничной марки», из прагерм. формы *marko",Из французского
марля,— marli «ободок; также кисея»,Из французского
мармелад,"— marmelade, из португ. marmelada «айвовое варенье»",Из французского
мародёр,"— maraudeur «грабитель», из ср.-франц. maraud «жулик, мошенник»",Из французского
марш,"— marche «ходьба, хождение», из marcher «идти», из ст.-франц. marchier, из франкск. *markôn",Из французского
маршал,"— maréchal (ст.-франц. mareschal) «конюший, », из германск. (франкск.) *marhskalk",Из французского
марьяж,"— mariage от marier «жениться, выходить замуж», от лат. marito, от лат. maritus «муж, женатый мужчина, любовник»",Из французского
маскарон,"— mascaron, от итал. mascherone «большая маска», от maschera «маска»",Из французского
масон,"— maçon «каменщик», из др.-франкск. *makôn «делать»",Из французского
массив,"— massif «ный», от masse, из лат. māssa «слиток; кусок» из др.-греч. μᾶζα «тесто»",Из французского
матине,"— matinée, от matin «утро»",Из французского
мебель,"— meuble, из mobilis «подвижной, лёгкий; преходящий», из movēre «двигать», из праиндоевр. *meue-",Из французского
мезонет,"— maisonnette, уменьш. от maison «дом», из лат. mānsio (-ōnis) «пребывание, нахождение; пристанище», от лат. manēre «оставаться; длиться»",Из французского
меломан,"— mélomane, из др.-греч. μέλος «часть тела; напев, песня» + μανία «бешенство, безумие; восторг»",Из французского
мемуар,"— mémoire «память», из лат. memoria «память», из memor «помнящий; памятливый»",Из французского
менуэт,"— menuet «маленький, деликатный»",Из французского
мессир,"— messire, от ст.-франц. sire «господин», от лат. senior «старейший, почётнейший»",Из французского
метр,"(учитель) — maître «господин, учитель, мастер», от лат. magister, из лат. magis «больше, более»",Из французского
метрдотель,— maître d’hôtel «господин гостиницы»,Из французского
метрополитен,"— métropolitain, от métro «столичный»",Из французского
мигрень,"— migraine «гемикрания, », искаж. лат. hemicrania, из др.-греч. ἡμικρανία «гемикрания»",Из французского
мизансцена,— mise en scène «установка на сцене»,Из французского
милитаризировать,"— militariser «военизировать», от militaire «военный», из лат. militaris «солдатский, воинский, военный», из miles «воин, солдат»",Из французского
мина,"— mine, из лат. mina",Из французского
минет,— minette «котёнок»,Из французского
миниатюра,"— miniature, из итал. miniatura «книжная заставка», от гл. miniare, из лат. minium «киноварь, сурик»",Из французского
миньон,"— mignon «крошечный; милый, прелестный», из ст.-франц. mignot, предположит. из кельтск. min «нежный, мягкий» или герм. minnja, minna «любовь, память»",Из французского
мираж,"— mirage, от se mirer «рассматривать себя, смотреться, отражаться», из лат. mirare, mirari «дивиться, удивляться, восхищаться»",Из французского
миракль,"— miracle «чудо», из лат. miraculum «диво», из mirari, из mirus «дивный, необыкновенный»",Из французского
миссионер,"— missionnaire, от mission «действие отправки»",Из французского
мистификация,"— mystification «обман, надувательство», из mystifier, от mystique, от др.-греч. μυστικός «мистерийный», из μυέω «посвящать, вводить в таинства»",Из французского
мобилизация,"— mobilisation «обращение в движимое имущество», из mobiliser, из mobile «движимый, подвижный»",Из французского
моветон,— mauvais ton «дурной тон»,Из французского
мовешка,"— mauvaise «плохая, скверная, дурная»",Из французского
модерн,"— moderne «современный», из лат. modernus, от modo «только что, недавно», от modus «мера»",Из французского
модильон,"— modillon, из итал. modiglione, из вульг. лат. mutilio, из лат. mutulus «выступ под капителью, консоль»",Из французского
модистка,"— modiste, из mode «мода», из лат. modus «мера, лад»",Из французского
модный,"— от mode «мода», из лат. modus «мера, лад»",Из французского
монпансье,"— montpensier, от названия муниципалитета, из «гора» + «Панчери»",Из французского
монтаж,"— montage «подъём», из monter, из вульг. лат. montare «поднимать, подниматься», из класс. лат. mons (montis) «гора»",Из французского
монтировать,— от монтаж,Из французского
морг,"— morgue, из morgue «надменность, высокомерие»",Из французского
морена,"— moraine, из савойск. morêna, из прованс. morre, от вульг. лат. *murrum «холм, бугорок»",Из французского
моренный,— от морена,Из французского
мотоцикл,"— motocycle, от moto- от лат. moto «непрерывно двигать» + франц. cycle «велосипед», от лат. cyclus, из др.-греч. κύκλος «круг, окружность»",Из французского
муляж,"— moulage «литьё, отливка», от mouler «формовать, отливать (в форму)»",Из французского
мусс,"— mousse «пена», из mulsum «вино с мёдом, мёд (напиток)», родств. mel «мёд»",Из французского
муссировать,— от мусс,Из французского
мушкет,"— mousquet «», из итал. moschetto, из ср. лат. musca «муха; название метательного снаряда»",Из французского
мушкетёры,"— mousquetaire, из мушкет",Из французского
мэр,"— maire «глава города или городского правительства», из лат. maior (major), сравн. от magnus «большой, крупный»",Из французского
мэтр,"— maître «господин, учитель, мастер», от лат. magister «правитель, смотритель, учитель» из лат. magis «больше, более»",Из французского
наивный,"— naive «естественный»; от лат. nativus «рождённый, натуральный», от nasci «рождаться, происходить»",Из французского
натюрморт,— nature mort «мёртвая природа»,Из французского
национализация,"— nationalisation «огосударствление», от nationaliser, от national «народный»",Из французского
неглиже,"— négligé «неопрятный; небрежный», от négliger «относиться небрежно», из лат. neglegere, из стар. лат. nec «не» + legere «собирать, читать»",Из французского
нивелировать,"— niveler «выравнивать», от niveau «уровень»; от нар. лат. *lībellum, lībella, из lībrа «весы»",Из французского
никотин,"— nicotine, из собств. Nicot, по имени Жана Нико — посла Франции при португальском дворе, который в 1560 г. первым доставил во Францию табак",Из французского
ноктюрн,"— nocturne «ночной», от лат. nocturnus «ночной», из nox (род. п. noctis) «ночь»",Из французского
нувориш,— nouveau riche «новый богач»,Из французского
ню,"— nu «нагой», из лат. nudus «голый, нагой», из праиндоевр. *neogw- «голый»",Из французского
нюанс,"— nuance «оттенок», из nuer «оттенять», от nue «облако, туча», из галло-ром. *nuba, от лат. nubes, из праиндоевр. *sneudh- «туман»",Из французского
обескураживать,"— от кураж, courage «храбрость, мужество, смелость», из ст.-франц. corage, из вульг. лат. *coraticum, от cor «сердце»",Из французского
одеколон,— eau de Cologne «кёльнская вода»,Из французского
омлет,"— omelette, от alemette, alemelle «лезвие ножа», от la lemelle, из лат. lamella «тонкая пластина»",Из французского
оппортунист,"— opportuniste, из opportun «своевременный, уместный», из лат. opportunus «удобный, благоприятный»",Из французского
оптимизм,"— optimisme «», из лат. optimus «лучший»",Из французского
оранжевый,"— orange «апельсин», от ст.-франц. orenge, от среднелат. pomum de orenge, из итал. arancia, из арабск. نارنج (naranj), от перс. نارنگ (narang), san. नारङ्ग (naranga-s) «апельсиновое дерево»",Из французского
оранжерея,"— orangerie «», из orange «апельсин»",Из французского
отель,"— hôtel «гостиница», из лат. hospitalis «гостевой», из hospes «чужестранец, хозяин»",Из французского
от-кутюр,"— haute couture, из haut «высокий, совершенный» + couture «шитьё, швейное дело»",Из французского
офорт,— eau-forte «крепкая вода»,Из французского
павильон,"— pavillon «беседка; пристройка», из ст.-франц. paveilun «военная палатка», из лат. papilio (papiliōnis) «бабочка, мотылёк; палатка, шатёр»",Из французского
палисад,"— palissade «изгородь, частокол», из прованс. palissada, из галло-романск. *palicea, восходящ. к лат. pālus «кол, столб», из pangere «вбивать, вколачивать»",Из французского
пальто,"— раlеtоt, от исп. palletoque «плащ с капюшоном», из лат. раllа «верхнее платье; мантия, плащ»",Из французского
пандус,"— pente douce «пологий скат», из лат. pendere «вешать, отвешивать» + из лат. dulcis «сладкий»",Из французского
панно,"— panneau «доска; стенка; панель», из ст.-франц. panel, из лат. pannellus «лоскутик, тряпочка», уменьш. от pannus «лоскут, тряпка»",Из французского
пансион,"— pension «пенсия», из лат. pēnsio «платёж», из pendere «вешать, отвешивать»",Из французского
панталоны,— pantalons «штаны»,Из французского
папье-маше,— papier-mâché «жёванная бумага»,Из французского
параф,", ировать — paraphe «росчерк», из средн. лат. paraphus, от др.-греч. παραγραφή: παρά «возле, рядом» + γράφω «пишу, рисую, описываю»",Из французского
парашют,— parachute «против падения»,Из французского
пари,"— pari «заклад», от parier «утверждать, заверять»",Из французского
паркет,"— parquet «деревянный пол, часть парка», от раrс «парк»",Из французского
пароль,"— parole «речь, слово», из галло-романск. *paraula, из лат. parabola, из др.-греч. παραβολή «сравнение; приближение»: παρά «возле, рядом» + βάλλω «бросать, кидать», из праиндоевр. *gʷel- «бросать, достигать»",Из французского
партер,— parterre от франц. par «на» + франц. terre «земле»,Из французского
партизан,"— partisan «сторонник», из итал. partigiano, от parte «часть; сторона», из лат. pars «часть»",Из французского
партнёр,"— раrtеnаirе, из ст.-франц. parçener «сонаследник», из лат. partitio «деление»",Из французского
парфюм,"— parfum, от прованс. perfumar «нюхать», из лат. per- «до конца» + fumare «курить»",Из французского
парфюмерия,— от парфюм,Из французского
пасовать,"— раssеr, jе раssе «воздерживаюсь, пасую», из passus «шаг, поступь»",Из французского
